region,district,customers,avg_sales,median_sales,avg_orders,avg_emp,group
11,63632,185,2684.8225945945946,513.79,16.08108108108108,5.2,Nicht-ORSY
11,63632,14,31095.757857142857,20905.655,139.07142857142858,7.928571428571429,ORSY
11,63633,176,3837.5358522727274,1027.1599999999999,23.09659090909091,5.494318181818182,Nicht-ORSY
11,63633,11,27647.62909090909,14900.77,111.18181818181819,7.363636363636363,ORSY
11,64032,5,1956.47,632.26,27.4,1.8,Nicht-ORSY
11,64033,148,3060.319054054054,1010.12,21.29054054054054,3.4662162162162162,Nicht-ORSY
11,64033,12,11259.018333333333,7336.87,64.08333333333333,3.75,ORSY
11,64058,188,2260.6801063829785,803.11,16.611702127659573,4.973404255319149,Nicht-ORSY
11,64058,21,18399.54,12639.82,110.23809523809524,8.19047619047619,ORSY
11,64342,92,3292.929239130435,1052.755,20.304347826086957,3.260869565217391,Nicht-ORSY
11,64342,10,15720.223999999998,12164.259999999998,56.9,7.0,ORSY
11,64443,205,4292.063804878048,1211.44,18.770731707317072,3.678048780487805,Nicht-ORSY
11,64443,17,28008.20882352941,15968.14,86.11764705882354,6.764705882352941,ORSY
11,64734,209,1936.6403349282298,523.34,10.511961722488039,3.430622009569378,Nicht-ORSY
11,64734,12,17324.719166666666,12130.585,76.16666666666667,5.916666666666667,ORSY
11,65011,1,19.5,19.5,1.0,2.0,Nicht-ORSY
11,68155,177,2086.742824858757,495.71,9.372881355932204,2.9491525423728815,Nicht-ORSY
11,68155,21,34058.86857142857,14071.74,110.85714285714286,6.428571428571429,ORSY
12,61058,210,1991.2867142857144,674.625,14.571428571428571,3.6619047619047618,Nicht-ORSY
12,61058,17,17507.409411764704,11854.23,91.82352941176471,7.411764705882353,ORSY
12,61222,139,2385.108201438849,1131.59,17.949640287769785,2.8129496402877696,Nicht-ORSY
12,61222,21,20037.518095238094,15431.0,76.38095238095238,5.857142857142857,ORSY
12,61621,234,2176.1629914529917,632.02,14.252136752136753,4.782051282051282,Nicht-ORSY
12,61621,17,29642.201764705882,19248.49,135.23529411764707,7.117647058823529,ORSY
12,61940,157,2804.7461783439494,834.55,16.910828025477706,3.4713375796178343,Nicht-ORSY
12,61940,14,15821.380714285713,12513.145,87.92857142857143,6.142857142857143,ORSY
12,61996,125,3839.31576,1144.58,18.912,3.768,Nicht-ORSY
12,61996,12,45180.682499999995,18742.77,134.08333333333334,12.083333333333334,ORSY
12,62098,117,2461.7205982905984,358.73,10.905982905982906,3.4871794871794872,Nicht-ORSY
12,62098,22,10451.93409090909,5288.57,34.04545454545455,3.6363636363636362,ORSY
12,62119,160,3977.581875,821.14,22.11875,5.2,Nicht-ORSY
12,62119,21,32784.19238095238,13049.4,100.33333333333333,12.333333333333334,ORSY
12,62488,160,2513.2745,879.045,14.7875,4.775,Nicht-ORSY
12,62488,10,22128.916999999998,19159.135000000002,92.5,8.1,ORSY
12,62799,212,3722.8358490566034,603.415,16.92924528301887,4.514150943396227,Nicht-ORSY
12,62799,25,16410.9164,11037.56,78.96,6.92,ORSY
12,62980,200,3146.2877000000003,1123.42,18.19,5.03,Nicht-ORSY
12,62980,20,20321.5555,12341.529999999999,88.15,10.45,ORSY
12,63361,213,2130.232629107981,737.32,11.258215962441314,3.76056338028169,Nicht-ORSY
12,63361,10,10623.793000000001,6756.14,51.0,4.9,ORSY
12,63413,158,3008.3864556962026,922.43,15.69620253164557,4.727848101265823,Nicht-ORSY
12,63413,12,26888.553333333333,18919.635,117.41666666666667,9.0,ORSY
12,63428,1,30.36,30.36,1.0,1.0,Nicht-ORSY
12,63445,160,2427.2364375,743.4749999999999,11.31875,3.4,Nicht-ORSY
12,63445,13,14860.317692307694,12930.95,65.53846153846153,5.076923076923077,ORSY
12,63592,257,2914.565680933852,607.76,15.30739299610895,3.735408560311284,Nicht-ORSY
12,63592,11,16645.767272727273,7270.14,93.0,7.545454545454546,ORSY
12,63805,167,1332.988622754491,560.65,8.646706586826348,3.754491017964072,Nicht-ORSY
12,63805,9,9869.392222222223,9157.13,39.0,3.5555555555555554,ORSY
12,63838,122,2913.290081967213,509.265,11.557377049180328,2.9836065573770494,Nicht-ORSY
12,63838,19,13366.866315789473,9761.57,52.473684210526315,4.473684210526316,ORSY
12,64106,171,2667.1512280701754,541.84,16.982456140350877,3.2280701754385963,Nicht-ORSY
12,64106,30,24312.966,10207.955,100.06666666666666,6.333333333333333,ORSY
12,64116,213,2777.2400938967135,948.19,18.600938967136152,3.7417840375586855,Nicht-ORSY
12,64116,15,29273.302000000003,20923.15,131.66666666666666,8.8,ORSY
12,67050,5,3448.818,3592.74,45.2,1.0,Nicht-ORSY
