region,customers,orsy_rate,sales_sum,sales_mean
16,3110,0.1202572347266881,14501178.84,4662.758469453376
14,3053,0.0959711758925647,12460273.28,4081.3210874549623
17,4172,0.09300095877277086,18886751.71,4527.025817353788
18,3199,0.09252891528602689,14480552.7,4526.587277274148
13,4536,0.09016754850088184,20312635.67,4478.0942835097
11,3717,0.08878127522195318,16883541.28,4542.249470002691
15,4227,0.08776910338301395,18328692.68,4336.099522119706
12,3479,0.08565679793043979,14892519.05,4280.689580339178
