cust_id,region,district,branch_office,market_seg,emp_count,potential,sales,rev_salesrep,rev_branch_office,rev_ebusiness,rev_internal_staff,rev_others,contr_margin,sales_orsy_relevant,orders_count,avg_order_pos,diff_products_count,diff_product_fields_count,dunning_level_current,dunning_level_highest,last_buy,cust_since,bo_visits_total,bo_visits_distinct,bo_highest_sales,calls_count,eshop_logins_count,ccp_most_used,count_buydays,count_buyweeks,count_buymonths,flag_app,flag_eproc,flag_eshop,flag_red,flag_new_orsyshelf,flag_orsyonline,flag_orsyfleet,flag_clickandcollect,flag_sofortservice,flag_s24
40071,13,63128,N820,0009,1,2000.0,2445.11,647.36,0.0,0.0,1797.75,0.0,1345.41,769.36,10,1.3,9,5,0,2,2023-09-11,1988-03-07,0.0,0.0,,0.0,0.0,4,10,8,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
66107,17,63502,N800,0002,10,34000.0,14070.62,12395.82,1219.93,0.0,454.87,0.0,8511.49,9266.98,67,4.7,168,15,0,1,2023-09-25,1980-01-01,9.0,2.0,N804,0.0,0.0,1,57,44,12,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
33010,17,63122,N859,0021,8,47400.0,5893.92,0.0,1189.13,4704.79,0.0,0.0,3211.06,923.88,25,3.68,57,10,0,2,2023-09-28,1980-01-01,9.0,2.0,N767,0.0,82.0,3,25,21,11,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
96845,18,63336,N690,0007,4,11500.0,1823.72,0.0,1823.72,0.0,0.0,0.0,1237.75,824.64,14,3.36,41,9,0,1,2023-08-24,1980-01-01,14.0,1.0,N690,1.0,6.0,2,14,13,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
64230,16,64028,N750,0026,8,27900.0,23654.08,10993.14,4550.01,8264.35,0.0,-153.42,9660.35,12881.86,122,3.53,251,18,0,1,2023-09-29,1999-09-28,51.0,3.0,N580,0.0,464.0,3,88,44,14,1.0,0.0,1.0,1.0,1,1,1,0.0,0.0,0.0
64009,16,63331,N540,0004,41,111300.0,198516.41,175744.56,10217.1,176.4,11803.95,574.4,59359.65,36169.51,238,6.7,538,22,0,1,2023-09-28,1987-07-17,13.0,5.0,N707,0.0,134.0,1,113,60,17,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
51547,16,66042,N540,0023,15,57600.0,29.72,0.0,0.0,0.0,29.72,0.0,21.09,29.72,2,2.0,2,2,0,0,2023-06-23,2006-03-22,0.0,0.0,,0.0,1.0,4,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
53397,18,61003,N840,0013,10,67400.0,12703.61,170.4,10226.19,2193.44,113.58,0.0,7382.17,4324.4,150,1.91,160,16,0,1,2023-09-28,1992-05-06,132.0,4.0,N840,0.0,1069.0,2,108,45,12,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0
92051,15,64055,N900,0021,7,28800.0,14225.47,0.0,12527.15,1670.32,28.0,0.0,8273.14,5562.55,131,3.37,284,16,0,1,2023-09-28,1977-09-01,125.0,3.0,N911,0.0,21.0,2,97,48,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
87932,18,63336,N670,0007,1,18000.0,13192.07,11867.21,181.97,0.0,1142.89,0.0,5325.45,3372.39,48,2.77,67,14,3,3,2023-09-28,1992-01-22,3.0,2.0,N670,0.0,8.0,1,39,30,11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
22795,11,63536,N210,0009,1,3900.0,6531.04,86.36,5077.99,789.85,576.84,0.0,3463.77,3354.76,83,2.53,177,12,0,1,2023-09-27,1989-03-06,78.0,2.0,N210,0.0,11.0,2,65,39,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
69308,16,66042,N700,0021,6,60300.0,370.02,0.0,370.02,0.0,0.0,0.0,263.75,191.83,6,1.33,7,4,0,1,2023-07-14,1981-06-01,6.0,3.0,N705,0.0,0.0,2,6,6,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
81206,17,63122,N620,0023,2,9100.0,4530.8,0.0,3934.84,0.0,595.96,0.0,2049.51,2534.45,34,2.88,39,10,0,4,2023-09-05,1994-08-31,32.0,2.0,N629,0.0,0.0,2,30,23,10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
55171,13,64117,N814,0013,5,28400.0,1115.8,0.0,1115.8,0.0,0.0,0.0,685.21,898.84,9,1.78,12,5,1,1,2023-08-21,1982-05-01,9.0,2.0,N814,0.0,66.0,2,6,6,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
61336,13,68063,N684,0002,5,21500.0,1346.88,0.0,1346.88,0.0,0.0,0.0,727.84,306.04,10,2.6,24,8,0,2,2023-09-05,1998-07-07,10.0,5.0,N280,0.0,0.0,2,10,9,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
82176,16,65492,N700,0018,5,21500.0,120.21,120.21,0.0,0.0,0.0,0.0,58.14,39.12,2,4.0,6,4,0,1,2023-07-03,1983-08-08,0.0,0.0,,0.0,2.0,1,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
13461,12,63361,N230,0007,2,11900.0,171.6,0.0,171.6,0.0,0.0,0.0,117.17,171.6,2,1.5,3,2,0,0,2023-08-25,2002-07-02,2.0,1.0,N151,0.0,0.0,2,2,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
12376,16,64104,N920,0023,10,38400.0,4339.18,0.0,137.92,282.12,3919.14,0.0,2429.3,2397.25,66,1.73,70,10,0,2,2023-09-27,2000-02-29,9.0,1.0,N530,0.0,41.0,4,53,36,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
57037,15,64004,N860,0002,4,41300.0,948.57,0.0,948.57,0.0,0.0,0.0,646.21,555.24,14,4.07,45,7,0,1,2023-09-08,1985-01-15,14.0,1.0,N860,0.0,0.0,2,13,13,9,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
53146,13,64085,N539,0001,5,19300.0,42.65,42.65,0.0,0.0,0.0,0.0,24.42,42.65,1,5.0,5,2,0,3,2023-07-04,2004-09-01,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
63595,11,63070,N715,0023,11,229400.0,16.18,0.0,16.18,0.0,0.0,0.0,8.23,16.18,1,1.0,1,1,0,1,2022-11-30,2005-09-13,1.0,1.0,N767,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
85400,14,63007,N166,0003,9,49100.0,4832.89,87.6,2737.76,31.24,2004.09,-27.8,2430.38,1674.37,27,2.15,44,10,0,3,2023-09-27,2004-09-09,19.0,1.0,N139,0.0,11.0,2,23,20,10,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
17684,17,63293,N800,0018,3,12400.0,5614.71,259.5,5355.21,0.0,0.0,0.0,3455.16,1533.19,51,3.37,111,11,2,0,2023-09-27,2002-07-30,49.0,1.0,N804,0.0,2.0,2,48,34,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
15073,18,63347,N600,0002,15,94300.0,55211.23,31732.34,17925.23,4999.09,554.57,0.0,22530.3,32771.34,268,4.7,455,19,0,3,2023-09-29,1985-11-15,174.0,8.0,N591,0.0,216.0,1,162,53,13,1.0,0.0,1.0,1.0,1,1,0,0.0,0.0,0.0
36786,13,63313,N500,0003,3,3600.0,1723.11,0.0,-19.32,1682.23,60.2,0.0,709.45,307.98,10,3.0,25,7,0,2,2023-06-26,2004-09-21,1.0,1.0,N526,0.0,7.0,3,9,9,6,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0
61744,18,64076,,0002,25,150000.0,28239.08,9649.98,796.1,469.0,17324.0,0.0,11754.96,11811.2,104,3.34,150,17,0,1,2023-09-28,1986-04-16,4.0,2.0,N601,0.0,23.0,4,87,50,15,0.0,0.0,1.0,1.0,1,1,0,0.0,0.0,0.0
98621,12,62488,N300,0021,5,19700.0,586.35,0.0,586.35,0.0,0.0,0.0,414.1,155.49,9,1.22,6,4,0,1,2023-09-19,1986-06-12,9.0,1.0,N301,0.0,0.0,2,9,9,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
52601,11,63632,N838,0002,5,28000.0,8443.69,1714.96,5417.29,921.12,390.32,0.0,4094.92,4105.58,81,2.25,127,14,0,1,2023-09-29,1986-09-04,60.0,9.0,N313,0.0,68.0,2,68,43,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
95121,11,64058,N847,0021,4,14900.0,269.77,132.91,136.86,0.0,0.0,0.0,148.88,101.12,5,2.2,8,6,0,2,2023-04-19,1986-11-03,3.0,1.0,N931,0.0,0.0,1,5,5,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
89628,15,63446,N740,0007,2,7300.0,454.0,454.0,0.0,0.0,0.0,0.0,198.34,425.94,3,1.33,4,3,0,1,2023-09-01,1997-01-10,0.0,0.0,,0.0,28.0,1,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
99103,13,65002,N810,0001,3,17000.0,1416.94,0.0,1416.94,0.0,0.0,0.0,868.27,1163.16,17,3.41,45,7,0,1,2023-09-14,1995-05-19,17.0,4.0,N271,0.0,0.0,2,17,15,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
71288,17,64107,N620,0003,2,18300.0,3047.41,0.0,2735.12,20.9,291.39,0.0,1840.74,1149.11,27,3.3,75,9,0,1,2023-09-07,2000-09-14,24.0,2.0,N627,0.0,1.0,2,25,23,10,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
38133,16,64104,N540,0023,1,3000.0,6025.22,2739.28,3285.94,0.0,0.0,0.0,2714.15,1482.62,19,4.68,65,9,0,1,2023-09-22,2000-09-07,1.0,1.0,N580,0.0,0.0,1,15,15,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
35834,16,64104,N700,0023,20,38100.0,38820.06,1784.82,18547.97,18015.39,471.88,0.0,21398.11,15561.43,289,3.61,550,16,0,2,2023-09-28,1994-02-10,192.0,7.0,N541,4.0,1040.0,2,171,54,15,1.0,1.0,1.0,0.0,1,0,0,0.0,0.0,1.0
20975,18,68920,N600,0007,2,5800.0,108.36,0.0,0.0,108.36,0.0,0.0,77.72,0.0,2,2.0,3,2,0,0,2023-02-18,1994-02-28,0.0,0.0,,0.0,3.0,3,2,2,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
92035,13,64117,N814,0013,1,12900.0,67.5,0.0,67.5,0.0,0.0,0.0,40.71,21.8,1,3.0,3,2,0,0,2023-03-08,1994-02-28,1.0,1.0,N207,0.0,3.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
58043,12,63361,N170,0009,2,4100.0,701.64,611.41,90.23,0.0,0.0,0.0,223.65,9.81,3,2.67,8,3,0,1,2023-09-21,1994-10-19,1.0,1.0,N183,0.0,0.0,1,3,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
47083,16,64124,N750,0013,8,48900.0,64146.76,45168.69,12864.37,761.11,5352.59,0.0,27744.45,35980.84,134,5.52,270,13,0,1,2023-09-26,1996-01-12,47.0,6.0,N753,0.0,88.0,1,96,50,13,1.0,0.0,1.0,0.0,1,1,1,0.0,1.0,1.0
68107,12,63361,N230,0009,1,3000.0,12.9,0.0,0.0,12.9,0.0,0.0,5.48,0.0,1,1.0,1,1,0,2,2023-01-25,2000-10-31,0.0,0.0,,0.0,0.0,3,1,1,1,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0
62043,18,68334,N840,0007,6,41600.0,12.2,0.0,12.2,0.0,0.0,0.0,10.0,12.2,1,1.0,1,1,0,0,2023-05-08,2003-06-20,1.0,1.0,N864,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
18577,16,63342,N920,0003,2,28600.0,4238.69,1661.64,0.0,2577.05,0.0,0.0,2476.74,1323.91,12,3.92,24,8,0,1,2023-09-28,2000-12-19,0.0,0.0,,0.0,22.0,3,12,11,9,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
37756,14,60295,N160,0005,4,9400.0,1239.24,1178.24,61.0,0.0,0.0,0.0,200.2,299.0,3,3.0,8,3,0,3,2022-12-12,1995-10-16,1.0,1.0,N854,0.0,0.0,1,2,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
27604,14,61461,N130,0002,10,33900.0,4349.71,2176.81,1805.2,180.0,187.7,0.0,930.28,3946.75,32,3.22,70,8,0,1,2023-09-13,2001-01-15,16.0,3.0,N138,0.0,32.0,1,29,23,12,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
79053,13,61047,N270,0018,16,56800.0,3923.21,21.0,2693.26,796.21,412.74,0.0,2323.19,2407.96,17,2.71,31,10,0,1,2023-09-13,2005-03-10,10.0,2.0,N810,0.0,30.0,2,17,12,8,0.0,0.0,1.0,0.0,0,1,1,0.0,0.0,0.0
12523,12,61222,N300,0018,1,3000.0,200.22,113.35,86.87,0.0,0.0,0.0,108.72,0.0,3,2.33,5,4,0,1,2023-08-17,2001-05-16,1.0,1.0,N252,0.0,2.0,1,3,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
74922,14,63007,N120,0002,12,36700.0,19388.3,4486.44,1952.9,12801.96,147.0,0.0,11718.27,12565.69,113,3.5,258,13,0,1,2023-09-26,1996-10-08,21.0,16.0,N173,0.0,284.0,3,89,47,13,0.0,0.0,1.0,0.0,1,0,0,1.0,0.0,1.0
24017,11,61955,N870,0013,1,4000.0,45.0,0.0,45.0,0.0,0.0,0.0,7.75,0.0,2,1.5,1,1,0,4,2023-08-17,2002-01-16,2.0,1.0,N853,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
97233,14,62211,N993,0018,1,3800.0,4482.8,549.32,285.84,3564.44,83.2,0.0,2277.32,1309.28,43,3.51,97,13,0,3,2023-09-27,2005-11-03,10.0,3.0,N991,0.0,228.0,3,36,27,12,1.0,0.0,1.0,0.0,1,0,0,1.0,0.0,0.0
62943,17,63511,,0018,2,8900.0,8631.16,1935.09,1934.36,4633.26,128.45,0.0,3339.65,511.55,56,2.66,83,11,0,1,2023-09-15,2002-01-22,41.0,2.0,N629,0.0,154.0,2,53,33,13,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0
66401,14,68150,N166,0004,3,32200.0,18018.52,14103.41,2941.04,90.0,884.07,0.0,7341.7,2098.45,61,2.8,120,15,0,1,2023-09-27,1992-01-09,27.0,1.0,N380,2.0,10.0,1,50,39,12,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
63600,12,63805,N162,0007,8,31800.0,4902.8,0.0,0.0,4821.89,80.91,0.0,1597.23,732.91,61,1.2,45,9,2,3,2023-09-27,1992-05-18,0.0,0.0,,0.0,102.0,3,54,35,12,0.0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0
12291,13,63498,N500,0018,2,7600.0,7266.11,4564.42,1769.93,0.0,931.76,0.0,3432.87,1065.81,68,3.1,119,11,0,1,2023-09-22,2005-12-08,26.0,5.0,N500,5.0,2.0,1,47,35,13,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
24091,11,64058,N210,0023,3,13400.0,134.34,0.0,134.34,0.0,0.0,0.0,47.02,51.66,2,1.0,2,2,0,2,2023-03-03,1993-07-15,2.0,1.0,N960,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
72939,14,63382,,0007,2,3200.0,17393.26,5143.33,858.82,5977.49,5413.62,0.0,6853.42,7314.58,120,3.56,257,12,0,1,2023-09-26,2003-08-28,5.0,1.0,N133,0.0,340.0,1,94,48,14,1.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
17962,16,66042,N540,0023,4,39000.0,66.95,66.95,0.0,0.0,0.0,0.0,35.49,0.0,1,1.0,1,1,0,1,2023-09-14,1998-03-26,0.0,0.0,,0.0,4.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
83123,14,61461,N130,0001,1,10600.0,383.77,150.0,170.2,0.0,63.57,0.0,175.26,0.0,8,3.63,21,3,0,1,2023-09-15,1998-09-01,2.0,2.0,N132,0.0,0.0,1,7,7,6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
86293,15,63447,N900,0009,7,6300.0,3243.69,1825.83,1417.86,0.0,0.0,0.0,1797.29,1879.92,32,3.59,82,15,0,0,2023-09-15,1998-09-25,20.0,1.0,N908,0.0,0.0,1,28,22,12,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1.0
61621,12,62119,N110,0021,3,6400.0,1924.77,0.0,1769.36,0.0,155.41,0.0,594.87,158.3,14,3.21,31,10,0,1,2023-09-07,1998-09-11,11.0,3.0,N113,0.0,36.0,2,12,12,7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
93849,13,63498,N720,0018,1,3700.0,282.93,0.0,282.93,0.0,0.0,0.0,137.51,145.38,4,2.5,10,4,0,1,2023-05-11,1998-10-16,4.0,1.0,N647,0.0,2.0,2,4,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
79556,13,64066,N539,0015,12,60000.0,3283.47,0.0,3123.47,0.0,160.0,0.0,1279.44,2250.92,29,2.03,32,9,0,0,2023-09-21,2006-02-13,28.0,7.0,N500,0.0,0.0,2,25,20,10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
42454,15,60394,N788,0013,2,31800.0,2758.96,0.0,2511.28,0.0,247.68,0.0,1637.9,1269.01,42,2.33,72,14,0,2,2023-09-14,1999-07-17,39.0,1.0,N786,0.0,0.0,2,36,26,11,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0
21369,16,62222,N540,0003,2,3400.0,149.61,149.61,0.0,0.0,0.0,0.0,135.31,149.61,1,3.0,3,1,0,0,2023-01-13,2006-08-11,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
94403,18,64988,N755,0017,5,18600.0,11260.72,0.0,11260.72,0.0,0.0,0.0,6574.46,6361.83,44,3.14,80,11,2,2,2023-09-18,2006-09-18,43.0,14.0,N567,0.0,10.0,2,40,28,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
13161,12,61996,N300,0015,8,14800.0,1528.92,0.0,922.82,606.1,0.0,0.0,709.12,530.99,9,1.67,12,8,0,4,2023-09-05,2007-02-13,6.0,1.0,N303,0.0,12.0,2,9,9,9,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
72592,13,63512,,0021,1,29500.0,62.71,0.0,62.71,0.0,0.0,0.0,35.56,62.71,1,2.0,2,1,0,1,2022-10-25,2007-04-30,1.0,1.0,N886,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
60681,18,64988,N588,0018,1,4000.0,108.29,0.0,0.0,0.0,108.29,0.0,59.48,108.29,1,8.0,7,1,0,2,2023-02-02,2007-06-05,0.0,0.0,,2.0,0.0,4,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
29215,14,63085,N120,0023,2,16000.0,118.47,0.0,97.55,0.0,20.92,0.0,78.35,45.25,5,1.0,2,1,0,0,2023-09-21,2007-06-18,4.0,1.0,N126,0.0,0.0,2,5,5,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
97513,13,63506,N810,0007,4,53800.0,3298.42,0.0,2381.01,917.41,0.0,0.0,2614.17,2800.22,29,3.21,62,8,0,0,2023-09-13,2007-06-20,23.0,9.0,N814,0.0,87.0,2,25,18,11,1.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
87671,16,63529,N750,0021,2,13100.0,284.56,0.0,284.56,0.0,0.0,0.0,176.73,238.15,3,2.33,6,4,0,3,2023-01-11,2007-06-26,3.0,2.0,N753,0.0,5.0,2,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
35851,14,62211,N120,0013,1,6400.0,520.33,0.0,520.33,0.0,0.0,0.0,285.91,19.04,5,3.0,15,7,0,3,2023-06-07,2007-07-04,5.0,1.0,N141,0.0,0.0,2,5,5,4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
48324,15,60846,N730,0023,10,38400.0,74.97,0.0,0.0,0.0,74.97,0.0,62.32,74.97,1,2.0,2,1,0,1,2022-11-07,2007-08-20,0.0,0.0,,0.0,0.0,4,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
98911,18,63338,N600,0021,5,31500.0,31405.08,8816.96,19831.73,2756.39,0.0,0.0,17610.85,11489.95,230,3.7,380,17,1,1,2023-09-29,2007-09-19,213.0,4.0,N591,0.0,15.0,2,146,52,12,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0
16922,16,64124,,0015,2,5300.0,1.62,1.62,0.0,0.0,0.0,0.0,0.68,0.0,1,1.0,1,1,0,0,2023-03-06,2007-10-10,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
47966,15,64086,N650,0013,1,3800.0,27.25,27.25,0.0,0.0,0.0,0.0,16.75,27.25,1,1.0,1,1,0,1,2023-02-15,2007-11-22,0.0,0.0,,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
31342,16,64028,,0015,15,42100.0,10312.34,295.0,10017.34,0.0,0.0,0.0,6367.1,3595.55,82,3.13,183,14,0,1,2023-09-29,2008-01-10,80.0,5.0,N878,0.0,1.0,2,71,40,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
57780,17,63122,N859,0023,6,23800.0,97.75,0.0,97.75,0.0,0.0,0.0,72.78,44.32,3,1.0,3,3,0,2,2023-06-05,2008-03-06,3.0,1.0,N417,0.0,0.0,2,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
43925,15,64055,N900,0023,3,16100.0,43.31,0.0,0.0,43.31,0.0,0.0,12.1,42.7,3,3.33,8,4,0,1,2023-04-17,2008-03-17,0.0,0.0,,0.0,10.0,3,2,2,2,0.0,0.0,1.0,0.0,0,1,0,0.0,0.0,0.0
47319,18,63979,N600,0005,3,9100.0,9124.14,0.0,8571.94,0.0,552.2,0.0,6051.01,2638.37,184,1.91,150,14,0,1,2023-09-29,2008-03-19,168.0,1.0,N582,0.0,1.0,2,139,49,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
44897,11,64734,N247,0008,8,25500.0,4572.02,0.0,3350.5,1221.52,0.0,0.0,2841.23,2331.65,19,4.16,64,10,0,2,2023-09-28,2008-03-26,14.0,7.0,N640,0.0,9.0,2,17,13,6,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
26048,17,68349,N400,0009,3,8100.0,3751.27,201.22,3358.24,216.14,0.0,-24.33,2032.61,1723.55,37,2.73,93,11,0,2,2023-09-28,2008-05-30,29.0,2.0,N409,0.0,24.0,2,32,26,11,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,1.0
62280,18,63347,N600,0001,8,16600.0,327.28,0.0,0.0,0.0,327.28,0.0,274.1,327.28,3,3.0,4,2,0,1,2023-09-14,2008-06-03,0.0,0.0,,0.0,4.0,4,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
50554,17,63511,N930,0018,5,24300.0,5729.38,976.99,4434.62,40.17,277.6,0.0,3733.75,2196.73,54,2.61,105,15,0,1,2023-09-19,2008-09-17,41.0,11.0,N930,0.0,3.0,2,44,35,13,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
66857,11,68155,N710,0009,5,9100.0,29835.1,24650.02,0.0,5185.08,0.0,0.0,17437.19,14191.64,65,7.42,347,17,0,2,2023-09-28,2009-02-20,0.0,0.0,,0.0,108.0,1,47,32,11,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,1.0
95688,15,62054,N780,0002,1,7500.0,11352.37,5274.12,5778.82,22.79,276.64,0.0,5489.75,4787.35,119,2.48,204,18,1,1,2023-09-28,2009-09-07,76.0,6.0,N440,0.0,220.0,2,91,44,13,0.0,0.0,1.0,1.0,0,1,0,0.0,0.0,0.0
48195,16,63342,N910,0001,1,28400.0,1471.81,1471.81,0.0,0.0,0.0,0.0,658.47,1471.81,3,8.0,17,2,0,1,2023-03-22,2009-09-28,0.0,0.0,,0.0,0.0,1,3,3,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
97654,14,64114,N730,0013,2,25000.0,1102.32,0.0,902.82,199.5,0.0,0.0,418.89,498.23,9,2.33,14,9,0,1,2023-09-18,2010-01-26,9.0,1.0,N117,0.0,0.0,2,7,7,5,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0
15170,18,64126,N690,0018,2,8900.0,246.34,0.0,0.0,0.0,246.34,0.0,161.64,246.34,2,6.5,10,2,0,1,2022-12-01,2010-03-09,0.0,0.0,,0.0,0.0,4,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
49344,18,64126,N690,0018,3,8500.0,2550.17,0.0,2550.17,0.0,0.0,0.0,1493.69,1165.15,41,2.15,52,10,0,1,2023-09-07,2010-03-17,41.0,1.0,N595,0.0,0.0,2,40,27,12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0
45619,15,63446,N900,0008,2,7900.0,156.08,0.0,0.0,156.08,0.0,0.0,125.42,0.0,2,2.0,1,2,0,1,2023-03-23,2010-03-19,0.0,0.0,,0.0,3.0,3,2,2,2,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
63414,11,64443,N640,0015,2,7500.0,2353.86,1361.33,939.53,53.0,0.0,0.0,1072.29,1779.68,12,4.83,36,10,0,1,2023-07-26,2010-08-04,7.0,1.0,N645,0.0,32.0,2,11,9,6,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
92318,12,61058,N115,0018,1,3500.0,75.0,0.0,75.0,0.0,0.0,0.0,24.81,75.0,1,2.0,1,2,0,0,2023-05-08,2010-09-29,1.0,1.0,N115,0.0,2.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
42588,16,66042,N700,0021,3,11400.0,293.89,0.0,0.0,293.89,0.0,0.0,189.6,169.19,1,9.0,9,3,0,0,2023-07-24,2011-01-31,0.0,0.0,,0.0,10.0,3,1,1,1,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
13371,16,61029,N540,0013,3,21500.0,4692.5,3944.52,411.68,336.3,0.0,0.0,1619.8,4148.99,13,4.31,37,9,0,2,2023-09-14,2011-04-14,4.0,2.0,N703,0.0,7.0,1,9,8,5,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0
85167,18,68920,N600,0008,5,7000.0,211.58,0.0,211.58,0.0,0.0,0.0,105.2,161.9,2,2.5,5,3,0,1,2022-12-09,2011-05-26,2.0,2.0,N605,0.0,0.0,2,2,2,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
17220,17,61502,N880,0001,3,3000.0,182.85,0.0,182.85,0.0,0.0,0.0,143.15,93.85,1,5.0,5,2,0,0,2023-05-17,2011-07-06,1.0,1.0,N420,0.0,0.0,2,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
